TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud,TxnDay,TxnMonth,TxnWeekday,IsWeekend,TransactionType_enc,Location_enc,MerchantFraudRate,LocationFraudRate
29231,2023-11-27,4629.09,522,refund,Philadelphia,0,27,11,0,0,1,5,0.010101010101010102,0.009115770282588878
29232,2024-10-02,3775.12,641,purchase,Dallas,0,2,10,2,0,0,1,0.010101010101010102,0.009825327510917031
29233,2024-03-27,4769.22,557,refund,Los Angeles,0,27,3,2,0,1,3,0.0,0.009561191626409019
29234,2023-10-31,2756.51,347,purchase,Chicago,0,31,10,1,0,0,0,0.02040816326530612,0.009320121652114197
29235,2024-09-20,2768.24,851,purchase,San Diego,0,20,9,4,0,0,8,0.02654867256637168,0.011373751359905053
29236,2023-12-27,4974.56,327,purchase,San Diego,0,27,12,2,0,0,8,0.01904761904761905,0.011373751359905053
29237,2024-05-01,931.49,829,purchase,New York,0,1,5,2,0,0,4,0.019801980198019802,0.011608125687981587
29238,2024-08-21,3846.15,616,refund,Chicago,0,21,8,2,0,1,0,0.010638297872340425,0.009320121652114197
29239,2023-11-24,1969.29,679,purchase,Phoenix,0,24,11,4,0,0,6,0.0,0.009939759036144578
29240,2024-09-07,1689.87,88,purchase,New York,0,7,9,5,1,0,4,0.0,0.011608125687981587
29241,2024-01-31,3674.71,40,purchase,San Jose,0,31,1,2,0,0,9,0.0,0.00887302396736359
29242,2024-09-13,3367.36,89,purchase,San Diego,0,13,9,4,0,0,8,0.0,0.011373751359905053
29243,2024-10-11,2844.03,571,purchase,New York,0,11,10,4,0,0,4,0.0,0.011608125687981587
29244,2024-09-15,4485.66,537,purchase,San Diego,0,15,9,6,1,0,8,0.00909090909090909,0.011373751359905053
29245,2024-05-09,3713.13,44,purchase,San Diego,0,9,5,3,0,0,8,0.01694915254237288,0.011373751359905053
29246,2024-09-16,3136.75,106,purchase,San Diego,0,16,9,0,0,0,8,0.00980392156862745,0.011373751359905053
29247,2024-01-07,4461.22,94,purchase,Los Angeles,0,7,1,6,1,0,3,0.01834862385321101,0.009561191626409019
29248,2023-11-08,264.5,895,refund,Chicago,0,8,11,2,0,1,0,0.010309278350515464,0.009320121652114197
29249,2024-09-22,505.04,631,refund,San Diego,0,22,9,6,1,1,8,0.010526315789473684,0.011373751359905053
29250,2024-04-05,4888.21,705,refund,Chicago,0,5,4,4,0,1,0,0.0,0.009320121652114197
29251,2023-11-09,3805.2,682,purchase,Chicago,0,9,11,3,0,0,0,0.0,0.009320121652114197
29252,2024-07-29,3070.76,377,refund,San Diego,0,29,7,0,0,1,8,0.0,0.011373751359905053
29253,2024-10-15,2067.56,346,purchase,San Antonio,0,15,10,1,0,0,7,0.025,0.009838998211091235
29254,2023-12-27,1664.17,124,refund,Phoenix,0,27,12,2,0,1,6,0.021052631578947368,0.009939759036144578
29255,2024-01-01,3399.07,515,purchase,Los Angeles,0,1,1,0,0,0,3,0.0,0.009561191626409019
29256,2023-11-24,448.53,444,purchase,Dallas,0,24,11,4,0,0,1,0.019230769230769232,0.009825327510917031
29257,2023-10-26,4520.34,358,refund,San Antonio,0,26,10,3,0,1,7,0.010416666666666666,0.009838998211091235
29258,2024-06-26,3444.27,64,refund,San Diego,0,26,6,2,0,1,8,0.009009009009009009,0.011373751359905053
29259,2024-07-18,3348.11,282,refund,Philadelphia,0,18,7,3,0,1,5,0.018518518518518517,0.009115770282588878
29260,2024-10-09,4993.41,88,refund,San Diego,0,9,10,2,0,1,8,0.0,0.011373751359905053
29261,2023-11-17,396.52,365,purchase,Houston,0,17,11,4,0,0,2,0.0,0.010509458512661395
29262,2024-06-19,1155.27,239,refund,Dallas,0,19,6,2,0,1,1,0.02197802197802198,0.009825327510917031
29263,2023-11-23,859.46,328,purchase,Philadelphia,0,23,11,3,0,0,5,0.0,0.009115770282588878
29264,2024-04-09,1622.9,699,refund,Philadelphia,0,9,4,1,0,1,5,0.028846153846153848,0.009115770282588878
29265,2024-01-24,3286.96,448,refund,San Diego,0,24,1,2,0,1,8,0.0,0.011373751359905053
29266,2024-09-26,2531.7,305,purchase,Chicago,0,26,9,3,0,0,0,0.009009009009009009,0.009320121652114197
29267,2024-10-10,4594.92,450,purchase,New York,0,10,10,3,0,0,4,0.0,0.011608125687981587
29268,2024-03-26,2249.85,992,purchase,San Antonio,0,26,3,1,0,0,7,0.009708737864077669,0.009838998211091235
29269,2024-07-26,4544.81,654,purchase,San Diego,0,26,7,4,0,0,8,0.009345794392523364,0.011373751359905053
29270,2024-06-27,2056.15,773,refund,San Diego,0,27,6,3,0,1,8,0.018867924528301886,0.011373751359905053
29271,2024-09-05,4197.4,21,purchase,Dallas,0,5,9,3,0,0,1,0.009708737864077669,0.009825327510917031
29272,2024-05-13,2883.72,172,refund,San Diego,0,13,5,0,0,1,8,0.0,0.011373751359905053
29273,2024-04-11,2581.34,559,purchase,Phoenix,0,11,4,3,0,0,6,0.008695652173913044,0.009939759036144578
29274,2024-09-22,1054.77,931,refund,Chicago,0,22,9,6,1,1,0,0.0,0.009320121652114197
29275,2024-08-28,4686.25,200,refund,Philadelphia,0,28,8,2,0,1,5,0.0,0.009115770282588878
29276,2024-10-16,4747.85,195,refund,San Antonio,0,16,10,2,0,1,7,0.0,0.009838998211091235
29277,2024-05-12,4526.66,800,purchase,New York,0,12,5,6,1,0,4,0.020202020202020204,0.011608125687981587
29278,2024-01-15,3464.65,634,refund,San Jose,0,15,1,0,0,1,9,0.0,0.00887302396736359
29279,2024-04-27,4064.96,627,refund,Chicago,0,27,4,5,1,1,0,0.0,0.009320121652114197
29280,2024-06-29,1817.73,898,refund,San Antonio,0,29,6,5,1,1,7,0.0,0.009838998211091235
29281,2024-01-04,2719.45,249,refund,San Diego,0,4,1,3,0,1,8,0.0,0.011373751359905053
29282,2024-07-29,4498.03,890,purchase,San Diego,0,29,7,0,0,0,8,0.018018018018018018,0.011373751359905053
29283,2024-04-03,2743.91,978,refund,Houston,0,3,4,2,0,1,2,0.009259259259259259,0.010509458512661395
29284,2024-02-14,3777.68,200,refund,Chicago,0,14,2,2,0,1,0,0.0,0.009320121652114197
29285,2024-09-02,50.39,792,refund,Chicago,0,2,9,0,0,1,0,0.030612244897959183,0.009320121652114197
29286,2024-01-18,63.23,957,refund,Chicago,0,18,1,3,0,1,0,0.0,0.009320121652114197
29287,2024-05-14,2499.88,793,purchase,Chicago,0,14,5,1,0,0,0,0.0,0.009320121652114197
29288,2024-02-12,128.71,223,purchase,Philadelphia,0,12,2,0,0,0,5,0.0,0.009115770282588878
29289,2024-04-20,2349.86,466,purchase,Los Angeles,0,20,4,5,1,0,3,0.0,0.009561191626409019
29290,2024-06-25,2618.82,632,purchase,Chicago,0,25,6,1,0,0,0,0.0,0.009320121652114197
29291,2024-05-19,100.53,725,purchase,Dallas,0,19,5,6,1,0,1,0.009900990099009901,0.009825327510917031
29292,2024-06-01,484.45,740,purchase,Los Angeles,0,1,6,5,1,0,3,0.009433962264150943,0.009561191626409019
29293,2024-04-07,877.29,364,purchase,Houston,0,7,4,6,1,0,2,0.02857142857142857,0.010509458512661395
29294,2024-04-30,1637.47,821,purchase,San Antonio,0,30,4,1,0,0,7,0.0,0.009838998211091235
29295,2023-11-20,608.52,863,refund,Chicago,0,20,11,0,0,1,0,0.0,0.009320121652114197
29296,2024-05-09,2811.42,745,purchase,Phoenix,0,9,5,3,0,0,6,0.0,0.009939759036144578
29297,2024-03-01,3478.96,258,refund,Houston,0,1,3,4,0,1,2,0.0,0.010509458512661395
29298,2024-05-30,2052.22,348,purchase,Chicago,0,30,5,3,0,0,0,0.0,0.009320121652114197
29299,2023-10-24,875.95,819,purchase,San Antonio,0,24,10,1,0,0,7,0.009615384615384616,0.009838998211091235
29300,2024-08-17,2879.94,752,purchase,Chicago,0,17,8,5,1,0,0,0.0,0.009320121652114197
29301,2023-12-08,531.27,389,refund,San Jose,0,8,12,4,0,1,9,0.020202020202020204,0.00887302396736359
29302,2023-12-29,1472.52,579,refund,Phoenix,0,29,12,4,0,1,6,0.0,0.009939759036144578
29303,2024-09-27,355.82,767,purchase,Philadelphia,0,27,9,4,0,0,5,0.0,0.009115770282588878
29304,2024-10-13,2147.7,149,refund,San Jose,0,13,10,6,1,1,9,0.0,0.00887302396736359
29305,2024-02-28,2355.01,662,purchase,Chicago,0,28,2,2,0,0,0,0.01020408163265306,0.009320121652114197
29306,2023-10-25,163.76,184,purchase,Houston,0,25,10,2,0,0,2,0.011764705882352941,0.010509458512661395
29307,2024-08-19,1070.48,761,refund,Houston,0,19,8,0,0,1,2,0.008849557522123894,0.010509458512661395
29308,2024-06-09,4693.52,190,purchase,Houston,0,9,6,6,1,0,2,0.0,0.010509458512661395
29309,2024-05-10,3005.6,348,purchase,New York,0,10,5,4,0,0,4,0.0,0.011608125687981587
29310,2023-12-29,981.53,103,refund,San Diego,0,29,12,4,0,1,8,0.0,0.011373751359905053
29311,2024-05-17,3796.02,461,purchase,Houston,0,17,5,4,0,0,2,0.013422818791946308,0.010509458512661395
29312,2024-05-11,798.95,901,refund,San Jose,0,11,5,5,1,1,9,0.0,0.00887302396736359
29313,2024-09-19,1730.07,523,purchase,New York,0,19,9,3,0,0,4,0.010309278350515464,0.011608125687981587
29314,2024-02-27,2723.39,774,refund,Houston,0,27,2,1,0,1,2,0.010309278350515464,0.010509458512661395
29315,2023-12-03,260.08,676,purchase,Phoenix,0,3,12,6,1,0,6,0.0,0.009939759036144578
29316,2024-09-28,1368.02,742,refund,Chicago,0,28,9,5,1,1,0,0.01818181818181818,0.009320121652114197
29317,2024-03-14,2470.92,899,purchase,San Diego,0,14,3,3,0,0,8,0.0,0.011373751359905053
29318,2023-11-25,617.97,555,refund,San Jose,0,25,11,5,1,1,9,0.012345679012345678,0.00887302396736359
29319,2024-02-12,3059.14,768,refund,Philadelphia,0,12,2,0,0,1,5,0.0,0.009115770282588878
29320,2024-05-05,1673.64,535,refund,Phoenix,0,5,5,6,1,1,6,0.02654867256637168,0.009939759036144578
29321,2024-06-05,4854.67,812,purchase,Dallas,0,5,6,2,0,0,1,0.010638297872340425,0.009825327510917031
29322,2024-08-22,3244.66,566,refund,San Jose,0,22,8,3,0,1,9,0.00980392156862745,0.00887302396736359
29323,2024-02-23,486.1,268,purchase,Los Angeles,0,23,2,4,0,0,3,0.009433962264150943,0.009561191626409019
29324,2024-07-03,10.63,532,refund,San Jose,0,3,7,2,0,1,9,0.0,0.00887302396736359
29325,2024-01-04,357.35,204,purchase,Dallas,0,4,1,3,0,0,1,0.021052631578947368,0.009825327510917031
29326,2024-09-18,3147.52,432,purchase,Los Angeles,0,18,9,2,0,0,3,0.0,0.009561191626409019
29327,2024-08-22,2916.67,819,refund,Houston,0,22,8,3,0,1,2,0.009615384615384616,0.010509458512661395
29328,2024-02-14,2991.03,226,refund,Philadelphia,0,14,2,2,0,1,5,0.008620689655172414,0.009115770282588878
29329,2024-05-15,3791.85,247,refund,Phoenix,0,15,5,2,0,1,6,0.009433962264150943,0.009939759036144578
29330,2024-02-22,401.88,873,purchase,San Jose,0,22,2,3,0,0,9,0.0,0.00887302396736359
29331,2024-10-04,4088.54,453,refund,New York,0,4,10,4,0,1,4,0.0,0.011608125687981587
29332,2024-08-02,2810.57,153,purchase,Philadelphia,0,2,8,4,0,0,5,0.0,0.009115770282588878
29333,2024-07-13,3684.59,948,purchase,San Diego,0,13,7,5,1,0,8,0.0,0.011373751359905053
29334,2024-02-29,3188.74,893,refund,Chicago,0,29,2,3,0,1,0,0.008928571428571428,0.009320121652114197
29335,2024-04-14,79.36,191,refund,San Antonio,0,14,4,6,1,1,7,0.010526315789473684,0.009838998211091235
29336,2024-01-09,135.82,646,refund,New York,0,9,1,1,0,1,4,0.010416666666666666,0.011608125687981587
29337,2024-01-18,1388.39,860,refund,Dallas,1,18,1,3,0,1,1,0.03,0.009825327510917031
29338,2024-04-22,995.93,44,refund,Houston,0,22,4,0,0,1,2,0.01694915254237288,0.010509458512661395
29339,2024-09-29,4044.83,996,purchase,San Diego,0,29,9,6,1,0,8,0.0,0.011373751359905053
29340,2024-07-13,1137.75,733,refund,Phoenix,0,13,7,5,1,1,6,0.011627906976744186,0.009939759036144578
29341,2023-10-24,4078.77,325,purchase,Los Angeles,0,24,10,1,0,0,3,0.02654867256637168,0.009561191626409019
29342,2023-11-15,3030.17,575,purchase,Phoenix,0,15,11,2,0,0,6,0.0,0.009939759036144578
29343,2024-03-02,1033.84,100,refund,San Antonio,0,2,3,5,1,1,7,0.0,0.009838998211091235
29344,2023-11-16,4381.44,395,purchase,Houston,0,16,11,3,0,0,2,0.0,0.010509458512661395
29345,2023-11-10,3873.89,385,purchase,San Diego,0,10,11,4,0,0,8,0.0,0.011373751359905053
29346,2024-02-28,3003.69,146,purchase,Dallas,0,28,2,2,0,0,1,0.008771929824561403,0.009825327510917031
29347,2024-07-01,830.55,582,purchase,Phoenix,0,1,7,0,0,0,6,0.010309278350515464,0.009939759036144578
29348,2024-01-19,157.17,635,purchase,San Antonio,0,19,1,4,0,0,7,0.028169014084507043,0.009838998211091235
29349,2024-02-12,3432.0,893,refund,San Diego,1,12,2,0,0,1,8,0.008928571428571428,0.011373751359905053
29350,2024-01-13,4742.6,515,refund,Dallas,0,13,1,5,1,1,1,0.0,0.009825327510917031
29351,2024-09-29,2927.38,989,purchase,New York,0,29,9,6,1,0,4,0.04040404040404041,0.011608125687981587
29352,2024-07-21,4924.4,353,refund,Philadelphia,0,21,7,6,1,1,5,0.019801980198019802,0.009115770282588878
29353,2024-03-31,1141.61,810,purchase,San Jose,0,31,3,6,1,0,9,0.01,0.00887302396736359
29354,2024-09-24,4366.11,903,refund,Los Angeles,0,24,9,1,0,1,3,0.009615384615384616,0.009561191626409019
29355,2024-05-02,3740.92,956,refund,Philadelphia,0,2,5,3,0,1,5,0.009259259259259259,0.009115770282588878
29356,2024-02-09,826.36,64,purchase,Dallas,0,9,2,4,0,0,1,0.009009009009009009,0.009825327510917031
29357,2023-11-30,2316.71,326,refund,San Diego,0,30,11,3,0,1,8,0.025210084033613446,0.011373751359905053
29358,2024-05-06,3954.19,987,refund,Los Angeles,0,6,5,0,0,1,3,0.0,0.009561191626409019
29359,2024-09-24,1120.85,2,purchase,San Jose,0,24,9,1,0,0,9,0.0,0.00887302396736359
29360,2024-01-14,3532.87,672,purchase,San Antonio,0,14,1,6,1,0,7,0.0,0.009838998211091235
29361,2023-12-05,3339.86,362,refund,San Jose,0,5,12,1,0,1,9,0.009174311926605505,0.00887302396736359
29362,2023-11-07,765.57,881,refund,New York,0,7,11,1,0,1,4,0.03296703296703297,0.011608125687981587
29363,2023-11-13,985.06,269,refund,San Antonio,0,13,11,0,0,1,7,0.03,0.009838998211091235
29364,2024-04-24,221.91,943,refund,San Antonio,0,24,4,2,0,1,7,0.010416666666666666,0.009838998211091235
29365,2024-05-29,3010.42,454,purchase,Phoenix,0,29,5,2,0,0,6,0.012658227848101266,0.009939759036144578
29366,2023-12-02,2850.35,25,purchase,New York,0,2,12,5,1,0,4,0.02631578947368421,0.011608125687981587
29367,2024-07-20,2421.01,299,refund,Dallas,0,20,7,5,1,1,1,0.0,0.009825327510917031
29368,2024-01-15,873.11,575,refund,Chicago,0,15,1,0,0,1,0,0.0,0.009320121652114197
29369,2024-08-12,1839.82,922,purchase,San Jose,0,12,8,0,0,0,9,0.0125,0.00887302396736359
29370,2023-12-10,3945.19,194,refund,Chicago,0,10,12,6,1,1,0,0.0,0.009320121652114197
29371,2024-09-03,622.83,83,purchase,Los Angeles,0,3,9,1,0,0,3,0.0,0.009561191626409019
29372,2024-06-23,3507.07,858,purchase,Dallas,0,23,6,6,1,0,1,0.0,0.009825327510917031
29373,2024-04-04,7.52,185,purchase,San Jose,0,4,4,3,0,0,9,0.02,0.00887302396736359
29374,2024-01-16,3581.83,356,refund,Dallas,0,16,1,1,0,1,1,0.010416666666666666,0.009825327510917031
29375,2023-11-25,2294.28,550,refund,Phoenix,0,25,11,5,1,1,6,0.01020408163265306,0.009939759036144578
29376,2024-08-01,1054.77,850,refund,Chicago,0,1,8,3,0,1,0,0.011764705882352941,0.009320121652114197
29377,2024-02-07,1941.86,282,refund,Los Angeles,0,7,2,2,0,1,3,0.018518518518518517,0.009561191626409019
29378,2024-04-16,1443.0,689,refund,Los Angeles,0,16,4,1,0,1,3,0.0,0.009561191626409019
29379,2024-08-03,4634.42,586,refund,Houston,0,3,8,5,1,1,2,0.0,0.010509458512661395
29380,2023-11-18,495.6,718,purchase,Houston,0,18,11,5,1,0,2,0.0,0.010509458512661395
29381,2024-10-14,2577.25,900,purchase,San Diego,0,14,10,0,0,0,8,0.010526315789473684,0.011373751359905053
29382,2023-12-20,386.06,568,refund,Houston,0,20,12,2,0,1,2,0.041237113402061855,0.010509458512661395
29383,2024-08-05,3301.82,246,purchase,Philadelphia,0,5,8,0,0,0,5,0.009523809523809525,0.009115770282588878
29384,2024-04-22,1581.78,39,refund,San Antonio,0,22,4,0,0,1,7,0.0,0.009838998211091235
29385,2024-01-19,2347.12,724,refund,New York,0,19,1,4,0,1,4,0.00847457627118644,0.011608125687981587
29386,2024-03-07,4500.78,234,purchase,Philadelphia,0,7,3,3,0,0,5,0.010752688172043012,0.009115770282588878
29387,2024-01-22,1502.44,812,purchase,Los Angeles,0,22,1,0,0,0,3,0.010638297872340425,0.009561191626409019
29388,2024-07-30,2760.46,217,purchase,Dallas,0,30,7,1,0,0,1,0.0,0.009825327510917031
29389,2024-08-20,1920.6,468,purchase,San Antonio,0,20,8,1,0,0,7,0.010526315789473684,0.009838998211091235
29390,2023-10-26,2110.83,717,purchase,Philadelphia,0,26,10,3,0,0,5,0.0196078431372549,0.009115770282588878
29391,2024-09-02,3472.75,477,refund,San Antonio,0,2,9,0,0,1,7,0.009174311926605505,0.009838998211091235
29392,2024-09-09,4300.52,536,refund,New York,0,9,9,0,0,1,4,0.009345794392523364,0.011608125687981587
29393,2024-04-23,4156.92,405,purchase,Dallas,0,23,4,1,0,0,1,0.0,0.009825327510917031
29394,2023-12-11,3208.81,202,refund,San Antonio,0,11,12,0,0,1,7,0.010638297872340425,0.009838998211091235
29395,2023-12-04,3436.54,426,refund,Chicago,0,4,12,0,0,1,0,0.010309278350515464,0.009320121652114197
29396,2023-12-14,2383.67,601,purchase,San Jose,0,14,12,3,0,0,9,0.0,0.00887302396736359
29397,2024-06-07,4426.72,434,refund,San Jose,0,7,6,4,0,1,9,0.00980392156862745,0.00887302396736359
29398,2024-07-26,1684.55,221,purchase,Dallas,0,26,7,4,0,0,1,0.0,0.009825327510917031
29399,2024-01-28,1178.08,733,refund,San Jose,0,28,1,6,1,1,9,0.011627906976744186,0.00887302396736359
29400,2023-12-19,49.55,944,purchase,San Diego,0,19,12,1,0,0,8,0.0,0.011373751359905053
29401,2024-01-18,4975.89,396,refund,Dallas,0,18,1,3,0,1,1,0.008333333333333333,0.009825327510917031
29402,2024-08-31,4939.78,151,refund,San Diego,0,31,8,5,1,1,8,0.0,0.011373751359905053
29403,2024-04-19,4449.47,42,refund,Chicago,0,19,4,4,0,1,0,0.01694915254237288,0.009320121652114197
29404,2024-06-09,3972.12,199,purchase,Houston,0,9,6,6,1,0,2,0.0,0.010509458512661395
29405,2024-06-06,3505.34,838,refund,New York,0,6,6,3,0,1,4,0.019801980198019802,0.011608125687981587
29406,2024-03-31,4854.67,580,refund,Houston,0,31,3,6,1,1,2,0.00980392156862745,0.010509458512661395
29407,2023-11-17,1735.34,264,purchase,San Diego,0,17,11,4,0,0,8,0.011235955056179775,0.011373751359905053
29408,2024-09-05,1268.12,923,purchase,New York,0,5,9,3,0,0,4,0.011494252873563218,0.011608125687981587
29409,2023-11-24,2221.36,605,purchase,Houston,0,24,11,4,0,0,2,0.01904761904761905,0.010509458512661395
29410,2024-01-23,4701.79,963,refund,Phoenix,0,23,1,1,0,1,6,0.0,0.009939759036144578
29411,2024-09-02,4574.02,257,purchase,Los Angeles,0,2,9,0,0,0,3,0.018018018018018018,0.009561191626409019
29412,2024-02-11,2357.95,933,purchase,Phoenix,0,11,2,6,1,0,6,0.03296703296703297,0.009939759036144578
29413,2024-03-14,1092.56,474,refund,Houston,1,14,3,3,0,1,2,0.008928571428571428,0.010509458512661395
29414,2024-05-20,2404.65,814,purchase,Dallas,1,20,5,0,0,0,1,0.011235955056179775,0.009825327510917031
29415,2024-09-15,416.53,698,refund,Phoenix,0,15,9,6,1,1,6,0.024193548387096774,0.009939759036144578
29416,2023-12-02,340.01,597,purchase,Dallas,0,2,12,5,1,0,1,0.010309278350515464,0.009825327510917031
29417,2024-02-11,3805.76,662,purchase,Phoenix,0,11,2,6,1,0,6,0.01020408163265306,0.009939759036144578
29418,2024-06-25,186.99,595,purchase,Houston,0,25,6,1,0,0,2,0.008620689655172414,0.010509458512661395
29419,2024-04-29,1390.88,348,purchase,Chicago,0,29,4,0,0,0,0,0.0,0.009320121652114197
29420,2023-11-21,3117.28,142,purchase,Chicago,0,21,11,1,0,0,0,0.0,0.009320121652114197
29421,2023-12-04,4074.69,465,purchase,Phoenix,0,4,12,0,0,0,6,0.0,0.009939759036144578
29422,2024-05-25,751.77,200,purchase,Philadelphia,0,25,5,5,1,0,5,0.0,0.009115770282588878
29423,2024-03-05,374.24,327,refund,San Antonio,0,5,3,1,0,1,7,0.01904761904761905,0.009838998211091235
29424,2024-08-07,2295.84,489,purchase,Houston,0,7,8,2,0,0,2,0.0,0.010509458512661395
29425,2024-10-16,4510.91,3,purchase,San Antonio,0,16,10,2,0,0,7,0.010752688172043012,0.009838998211091235
29426,2024-08-01,1956.75,285,purchase,San Antonio,0,1,8,3,0,0,7,0.00847457627118644,0.009838998211091235
29427,2024-08-22,2279.66,803,refund,Chicago,0,22,8,3,0,1,0,0.008620689655172414,0.009320121652114197
29428,2024-01-24,1719.85,559,refund,San Antonio,0,24,1,2,0,1,7,0.008695652173913044,0.009838998211091235
29429,2024-07-01,4529.75,87,refund,San Antonio,0,1,7,0,0,1,7,0.009900990099009901,0.009838998211091235
29430,2023-12-10,2106.14,588,purchase,Chicago,0,10,12,6,1,0,0,0.019801980198019802,0.009320121652114197
29431,2024-10-18,3470.7,49,refund,San Antonio,0,18,10,4,0,1,7,0.021052631578947368,0.009838998211091235
29432,2024-10-01,2994.08,888,purchase,San Antonio,0,1,10,1,0,0,7,0.0,0.009838998211091235
29433,2024-04-24,1677.58,491,refund,San Jose,0,24,4,2,0,1,9,0.0,0.00887302396736359
29434,2023-10-26,634.75,875,purchase,San Diego,0,26,10,3,0,0,8,0.027777777777777776,0.011373751359905053
29435,2024-09-09,4950.63,536,purchase,Philadelphia,0,9,9,0,0,0,5,0.009345794392523364,0.009115770282588878
29436,2024-02-23,1142.79,472,refund,San Antonio,0,23,2,4,0,1,7,0.019417475728155338,0.009838998211091235
29437,2023-12-02,2018.26,555,refund,Chicago,0,2,12,5,1,1,0,0.012345679012345678,0.009320121652114197
29438,2023-12-02,3357.3,710,refund,Chicago,0,2,12,5,1,1,0,0.0,0.009320121652114197
29439,2024-01-25,1730.64,916,purchase,Chicago,0,25,1,3,0,0,0,0.017857142857142856,0.009320121652114197
29440,2023-11-24,4217.41,202,purchase,San Antonio,0,24,11,4,0,0,7,0.010638297872340425,0.009838998211091235
29441,2024-06-28,2663.36,1000,refund,San Jose,0,28,6,4,0,1,9,0.008928571428571428,0.00887302396736359
29442,2024-07-10,2850.4,402,purchase,New York,0,10,7,2,0,0,4,0.009900990099009901,0.011608125687981587
29443,2024-09-08,3898.04,508,refund,San Diego,0,8,9,6,1,1,8,0.009009009009009009,0.011373751359905053
29444,2024-02-13,928.11,719,purchase,Phoenix,0,13,2,1,0,0,6,0.009523809523809525,0.009939759036144578
29445,2024-07-10,4528.6,872,purchase,Los Angeles,0,10,7,2,0,0,3,0.009523809523809525,0.009561191626409019
29446,2023-11-06,433.77,449,refund,Houston,0,6,11,0,0,1,2,0.010638297872340425,0.010509458512661395
29447,2024-03-05,2163.23,144,refund,Philadelphia,0,5,3,1,0,1,5,0.01,0.009115770282588878
29448,2024-08-26,2682.12,73,purchase,Philadelphia,0,26,8,0,0,0,5,0.010101010101010102,0.009115770282588878
29449,2024-08-22,3707.1,109,purchase,Houston,0,22,8,3,0,0,2,0.008695652173913044,0.010509458512661395
29450,2024-07-30,3284.28,518,purchase,Houston,0,30,7,1,0,0,2,0.0,0.010509458512661395
29451,2024-09-11,73.98,744,refund,Chicago,0,11,9,2,0,1,0,0.037383177570093455,0.009320121652114197
29452,2024-01-30,3289.89,335,purchase,Philadelphia,0,30,1,1,0,0,5,0.0,0.009115770282588878
29453,2024-01-28,4075.64,270,purchase,Dallas,0,28,1,6,1,0,1,0.0,0.009825327510917031
29454,2024-06-04,4962.73,351,refund,Houston,0,4,6,1,0,1,2,0.020202020202020204,0.010509458512661395
29455,2024-08-29,593.22,624,purchase,Houston,0,29,8,3,0,0,2,0.011235955056179775,0.010509458512661395
29456,2023-10-28,1638.29,989,purchase,Los Angeles,0,28,10,5,1,0,3,0.04040404040404041,0.009561191626409019
29457,2024-09-08,1981.37,549,refund,Philadelphia,0,8,9,6,1,1,5,0.028846153846153848,0.009115770282588878
29458,2024-05-30,2102.19,365,purchase,New York,0,30,5,3,0,0,4,0.0,0.011608125687981587
29459,2024-04-26,3018.71,939,purchase,Phoenix,0,26,4,4,0,0,6,0.04395604395604396,0.009939759036144578
29460,2024-05-04,222.78,322,refund,Los Angeles,0,4,5,5,1,1,3,0.010638297872340425,0.009561191626409019
29461,2024-04-24,202.25,7,refund,San Jose,0,24,4,2,0,1,9,0.0,0.00887302396736359
29462,2024-01-25,350.12,980,refund,Phoenix,0,25,1,3,0,1,6,0.0,0.009939759036144578
29463,2024-02-26,2304.09,323,purchase,Phoenix,0,26,2,0,0,0,6,0.0,0.009939759036144578
29464,2023-12-13,2367.29,94,refund,New York,0,13,12,2,0,1,4,0.01834862385321101,0.011608125687981587
29465,2024-04-01,326.27,180,refund,San Jose,0,1,4,0,0,1,9,0.01098901098901099,0.00887302396736359
29466,2024-04-15,3733.85,980,refund,New York,0,15,4,0,0,1,4,0.0,0.011608125687981587
29467,2024-03-04,81.71,53,purchase,Houston,0,4,3,0,0,0,2,0.00847457627118644,0.010509458512661395
29468,2024-09-01,4992.87,257,refund,San Diego,0,1,9,6,1,1,8,0.018018018018018018,0.011373751359905053
29469,2024-07-26,1919.0,108,purchase,Philadelphia,0,26,7,4,0,0,5,0.010526315789473684,0.009115770282588878
29470,2024-07-27,3779.97,435,purchase,San Jose,0,27,7,5,1,0,9,0.0,0.00887302396736359
29471,2024-05-07,319.62,604,purchase,Los Angeles,0,7,5,1,0,0,3,0.0,0.009561191626409019
29472,2024-04-09,3355.76,862,refund,San Jose,0,9,4,1,0,1,9,0.027522935779816515,0.00887302396736359
29473,2023-11-08,1431.12,853,purchase,Houston,0,8,11,2,0,0,2,0.0,0.010509458512661395
29474,2024-05-14,2207.77,123,purchase,Los Angeles,0,14,5,1,0,0,3,0.01904761904761905,0.009561191626409019
29475,2024-10-20,1401.71,126,purchase,San Antonio,0,20,10,6,1,0,7,0.010638297872340425,0.009838998211091235
29476,2024-02-18,433.55,808,refund,San Antonio,0,18,2,6,1,1,7,0.021052631578947368,0.009838998211091235
29477,2024-04-21,2154.79,897,refund,New York,0,21,4,6,1,1,4,0.0,0.011608125687981587
29478,2024-09-16,3384.02,507,refund,Philadelphia,0,16,9,0,0,1,5,0.00980392156862745,0.009115770282588878
29479,2024-01-13,4604.89,556,purchase,San Diego,0,13,1,5,1,0,8,0.03225806451612903,0.011373751359905053
29480,2024-04-21,2385.54,911,refund,Chicago,0,21,4,6,1,1,0,0.0,0.009320121652114197
